url,title,content
https://www.elec.ru/news/2020/06/09/petrozavodskmash-pristupil-k-sborke-korpusov-yomko.html,«Петрозаводскмаш» приступил к сборке корпусов ёмкостей системы защиты АЭС «Аккую»,"Петрозаводский филиал АО «АЭМ-технологии» (входит в машиностроительный дивизион госкорпорации «Росатом» — «Атомэнергомаш»; является членом карельского регионального отделения «СоюзМаш» России) приступил к сборке первого корпуса ёмкости системы аварийного охлаждения зоны (САОЗ), которая предназначена для энергоблока №1 АЭС «Аккую», сооружаемой в Турции. САОЗ относится к пассивным системам безопасности АЭС и включает в себя 4 гидроёмкости первой ступени объёмом 60 кубических метров каждая давлением 60 кг, 8 гидроёмкостей второй ступени объёмом 120 кубических метров каждая давлением 15 кг и 12 гидроёмкостей третьей ступени объёмом 60 кубических метров каждая давлением 1,5 кг. Каждая гидроёмкость представляет собой толстостенный сосуд. Во время эксплуатации на станции в ёмкостях хранится водный раствор борной кислоты, который находится под давлением более 60 атмосфер и температуре около 50 градусов. При падении давления в первом контуре ниже определённого уровня происходит мгновенная автоматическая подача жидкости в реактор и охлаждение активной зоны. На «Петрозаводскмаше» подготовлены все комплекты цилиндрических заготовок корпусов ёмкостей САОЗ. Обечайки изготовлены из листовой углеродистой стали. После сварки продольных швов детали подверглись промежуточному температурному отпуску. Комплект для первой гидроёмкости собрали в трубу диаметром более 3 метров и длиной более 7 метров. АЭС «Аккую» в Турции сооружается по модернизированному проекту АЭС с энергоблоками ВВЭР-1200 поколения III+ c повышенной безопасностью и улучшенными технико-экономическими характеристиками. АО «Атомэнергомаш» является комплектным поставщиком оборудования реакторной установки и машинного зала для всех четырех блоков станции."
https://www.elec.ru/news/2020/06/09/kompaniya-rosseti-moskovskij-region-priglashaet-pr.html,Компания «Россети Московский регион» приглашает предпринимателей на вебинар,"10 июня в 11 часов компания «Россети Московский регион» при поддержке Московской торгово-промышленной палаты проведет вебинар для представителей малого и среднего предпринимательства на тему: «Технологическое присоединение к электрическим сетям в Московском регионе. Новая программа поддержки малого и среднего бизнеса». В настоящее время энергетики «Россети Московский регион» в соответствии с положением правительства Российской Федерации № 262 от 10 марта 2020 года ведут активную подготовку к вступлению в силу с 1 июля 2020 года изменений российского законодательства, связанных с упрощением процесса технологического присоединения к электрическим сетям. Изменения подразумевают переход на полностью электронный документооборот для физических и юридических лиц 15-150 кВт. В рамках вебинара эксперты компании «Россети Московский регион» расскажут о реализации программы «Присоединение онлайн», согласно которой количество процедур технологического присоединения будет сокращено до одной. Подробно разъяснят основные аспекты грядущих изменений, поделятся информационными материалами для клиентов и расскажут о программе поддержки малого и среднего бизнеса в Московском регионе. Таким образом подготовят предпринимателей к грядущим изменениям, легкому и максимально комфортному переходу на новый формат взаимодействия. Зарегистрироваться на вебинар можно на сайте Московской торгово-промышленной палаты, пройдя по  ."
https://www.elec.ru/news/2020/06/08/energetiki-postroili-novuyu-lep-dlya-nadezhnogo-el.html,Энергетики построили новую ЛЭП для надежного электроснабжения моностационара в Нерчинске,"Специалисты Забайкальского филиала компании «Россети Сибирь» в кратчайшие сроки провели работы по изменению категории надёжности энергоснабжения Нерчинской центральной районной больницы, где расположен моностационар на 55 коек для больных COVID-19. Для повышения надежности электроснабжения и бесперебойной работы аппаратов искусственной вентиляции легких энергетиками всего за 15 дней после обращения заявителя был заключен договор на технологическое присоединение, разработана и согласована со всеми заинтересованными сторонами проектная документация, построена воздушная линия электропередачи напряжением 6 кВ — установлены опоры, смонтирован провод. Теперь медицинское учреждение получило второе независимое питание электроэнергией.  Отметим, что электроснабжение всех социально значимых объектов находится на особом контроле энергетиков. Технологическое присоединение этой категории потребителей всегда проводят в первую очередь, а в период аварийно-восстановительных работ для недопущения длительных перерывов в их электроснабжении используют передвижные дизель-генераторные установки."
https://www.elec.ru/news/2020/06/08/rosseti-centr-i-privolzhe-obespechila-tehprisoedin.html,«Россети Центр и Приволжье» обеспечила техприсоединение нового ФАП в Вавожском районе Удмуртской Республики,"Новый ФАП в деревне Жуё-Можга уже начал принимать первых пациентов. Почти 300 жителей деревень Жуё-Можга и Большая Можга смогут получить здесь необходимую медицинскую помощь. Технологическое присоединение фельдшерско-акушерского пункта позволило сделать жизнь сельских жителей комфортнее, а медицинскую помощь — доступнее. Тем самым «Россети Центр и Приволжье» вносят свой вклад в реализацию региональных целевых программ в области здравоохранения Удмуртской Республики. В ходе работ по технологическому присоединению ФАП в установленные сроки были реконструированы существующие, а также построены новые участки линий электропередачи с использованием самонесущего изолированного провода. Мощность вновь присоединенного объекта составила 15 кВт. «Россети Центр и Приволжье Удмуртэнерго» реализует комплексную программу мероприятий, направленную на сокращение сроков и упрощение процедуры технологического присоединения к электрическим сетям. Действует доступный интернет-ресурс электросетевых услуг ПАО «Россети» портал-тп.рф, с помощью которого клиенты могут производить расчет необходимой мощности подключаемых устройств, найти точку подключения, рассчитать стоимость услуг, подать показания приборов учета и многое другое."
https://www.elec.ru/news/2020/06/05/samarskie-seti-snizhayut-negativnoe-vozdejstvie-na.html,«Самарские сети» снижают негативное воздействие на экологию," 5 июня во всем мире отмечается Всемирный день охраны окружающей среды. Праздник, учрежденный Генеральной Ассамблеей ООН в 1972 году, призван привлечь внимание мировой общественности к проблемам экологии.  Энергетики филиала «Россети Волга» (бренд ПАО «МРСК Волги») — «Самарские сети» вносят свой вклад в охрану окружающей среды. Все мероприятия проводятся в рамках утвержденной программы реализации экологической политики филиала, направленной на снижение негативного воздействия на экологию. Проводится постоянный лабораторно-аналитический контроль на производственных объектах, маслонаполненное оборудование меняется на более экологичное, энергоэффективное и безопасное, воздушные линии электропередачи и открытые распределительные устройства подстанций оснащаются птицезащитными устройствами, «голый» провод меняется на СИП, проводится регенерация трансформаторного масла для его повторного использования. Большое внимание в филиале «Самарские сети» уделяется и обучению персонала, который допущен к сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I-IV классов опасности. Кроме основных мероприятий, направленных на реализацию экологической политики, в филиале реализуются акции и программы по восстановлению лесов — ежегодно энергетики высаживают около 5 000 сеянцев и саженцев в разных районах области, на местах бывших пожарищ или пустырях. Внедренная в филиале система экологического менеджмента сертифицирована по международному стандарту ISO 14001 (ГОСТ Р ИСО 14001-2016), что свидетельствует об эффективности управленческой политики компании в области охраны окружающей среды."
https://www.elec.ru/news/2020/06/05/rosseti-moskovskij-region-obyavili-o-novyh-iniciat.html,«Россети Московский регион» объявили о новых инициативах при приеме на баланс электросетей СНТ," Сразу о двух новых инициативах, которые помогут дачникам передать поселковые электросети на баланс компании «Россети Московский регион», объявил на состоявшемся 4 июня 2020 года вебинаре заместитель генерального директора по корпоративному управлению и собственности Алексей Старостин. В ближайшее время условие о переходе на индивидуальные договоры энергоснабжения при консолидации объектов 0,4 кВ перестанет быть обязательным и приобретет опционный характер. Также энергетики компании начнут принимать на баланс энергообъекты садоводческих некоммерческих товариществ (СНТ) и коттеджных поселков (КП), которые присоединены к сетям других территориальных сетевых организаций (за исключением ОАО «РЖД»). Вебинар на тему: «Консолидация электросетевых объектов СНТ и КП по упрощенной схеме. Промежуточные итоги. Вопросы и ответы», организованный компанией «Россети Московский регион» совместно с «Союзом дачников Подмосковья», привлек интерес 220 пользователей. Спикерам мероприятия поступило 250 вопросов. Формат, связанный с непосредственным общением экспертов с дачниками, практикуется в компании «Россети Московский регион» давно. Но особенно востребован он стал после того, как в феврале прошлого года энергетики существенно упростили процесс консолидации электросетевых активов садоводческих некоммерческих товариществ (СНТ) и коттеджных поселков (КП). Количество процедур сократилось с 6 до 3. За год с небольшим число поданных заявок возросло в 3 раза и составило 2 300 шт., а консолидируемых ежегодно СНТ и КП стало больше в 5 раз, превысив 1 500 шт. Исполнительный директор «Союза дачников Подмосковья» Федор Мезенцев в своем выступлении отметил, что передавая электросетевые активы в руки профессионалов, дачники избавляются сразу от многих проблем, связанных с нагрузкой, в том числе финансовой, по эксплуатации энергооборудования. Аварийность на качественно обслуживаемых сетях снижается. Это подтверждено статистикой по Подмосковью: к началу 2020 года число технологических нарушений на сетях СНТ, переданных на обслуживание компании «Россети Московский регион», сократилось на треть. Еще один важный момент, по словам Федора Мезенцева, что проблему с должниками и неплательщиками также будут решать профессионалы.  Алексей Старостин в свою очередь отметил, что озвученные на вебинаре инициативы, призванные включить в процесс консолидации новые СНТ, уже поддержаны руководством ПАО «Россети» и нацелены в первую очередь на создание для наиболее широкого круга дачников Подмосковья условий комфортного пребывания на их загородных участках. С учетом повышенного интереса к вебинару и большого числа вопросов от садоводов и жителей коттеджных поселков, желающих передать электросети на баланс компании «Россети Московский регион», было принято решение о том, что во второй половине лета текущего года будет проведена еще одна аналогичная встреча.  "
https://www.elec.ru/news/2020/06/05/na-atommashe-postroili-novyj-uchastok-dlya-sborki.html,На «Атоммаше» построили новый участок  для сборки внутрикорпусных устройств атомного реактора,"В волгодонском филиале АО «АЭМ-технологии» (входит в машиностроительный дивизион «Росатома» — «Атомэнергомаш») построили новый участок сборки внутрикорпусных устройств (ВКУ) атомного реактора. Участок предназначен для сборочно-сварочных работ на внутрикорпусных изделиях корпуса реактора: 11-метровой шахты, выгородки и блока защитных труб, а также для проведения различных метрологических измерений этих элементов. Ранее такие операции проводились в цехе. Создание нового участка обусловлено современными требованиями и нормами технической документации.  На строительство нового здания потребовалось около года. Специалисты возвели герметичное здание высотой 11 метров, длинной 30 метров, шириной — 9 метров. На участке расположен стенд сборки-сварки внутрикорпусной шахты глубиной — в 13 метров, а также двухъярусный четырехметровый стенд для сборки-сварки блока защитных труб. Внутри участка расположена рабочая и чистая зоны, гардероб и инструментальная кладовая. Здание оборудовано транспортной тележкой, подвесной и консольной кран-балкой. Внутри также установлена система климат-контроля и освещения для контролируемых поверхностей узлов и деталей. На участке уже проводилась сборка элементов реактора. В середине июня — состоятся сборочно-сварочные работы на внутрикорпусных устройствах атомного реактора для АЭС «Аккую»."
https://www.elec.ru/news/2020/06/05/smolenskie-energetiki-rosseti-tsentr-povysjat-nade.html,Смоленские энергетики «Россети Центр» повысят надежность электроснабжения потребителей Смоленской области,"Энергетики филиала «Россети Центр Смоленскэнерго» в рамках реализации ремонтной кампании 2020 года приступили к проведению работ на подстанции ПС 110/35/10кВ «Кардымово», расположенной в одноименном поселке городского типа, административном центре Кардымовского района Смоленской области. Работы будут проводиться в течение июня-июля. Подстанция является основным питающим центром поселка городского типа Кардымово, в котором проживает более 4,6 тысяч жителей. Также от подстанции запитано ООО «Балтэнергомаш» — предприятие по производству комплектных трансформаторных подстанций и комплектующих к ним.  Ремонтные работы проводятся в целях повышения надежности и качества электроснабжения данных потребителей, а также в рамках подготовки комплекса региона к предстоящему осенне-зимнему периоду. В течение июня будет выполнена половина запланированных работ, то есть специалисты филиала произведут капитальный ремонт трех выключателей 35 кВ и 11 разъединителей 35-110 кВ, текущий ремонт одного силового трансформатора 110 кВ мощностью 16 МВА, а также замену 48 опорно-стержневых изоляторов на подстанции. В условиях сложившейся эпидемиологической обстановки энергетики обеспечены необходимыми антисептическими средствами и средствами индивидуальной защиты, ведется ежедневный контроль самочувствия персонала. При этом объем работ, запланированных в начале года, выполняется полностью и в срок."
https://www.elec.ru/news/2020/06/05/rosseti-sibir-proveli-raboty-po-izmeneniyu-kategor.html,«Россети Сибирь» провели работы по изменению категории надёжности энергоснабжения Нерчинской ЦРБ,"Специалисты забайкальского филиала компании «Россети Сибирь» в кратчайшие сроки провели работы по изменению категории надёжности энергоснабжения Нерчинской центральной районной больницы, где расположен моностационар на 55 коек для больных COVID-19. Для повышения надежности электроснабжения и бесперебойной работы аппаратов искусственной вентиляции легких энергетиками всего за 15 дней после обращения заявителя был заключен договор на технологическое присоединение, разработана и согласована со всеми заинтересованными сторонами проектная документация, построена воздушная линия электропередачи напряжением 6 кВ — установлены опоры, смонтирован провод. Теперь медицинское учреждение получило второе независимое питание электроэнергией.  Отметим, что электроснабжение всех социально значимых объектов находится на особом контроле энергетиков. Технологическое присоединение этой категории потребителей всегда проводят в первую очередь, а в период аварийно-восстановительных работ для недопущения длительных перерывов в их электроснабжении используют передвижные дизель-генераторные установки."
https://www.elec.ru/news/2020/06/04/tambovenergo-prazdnuet-svoj-jubilej.html,«Тамбовэнерго» празднует свой юбилей,"В начале июня 1960 года на базе тамбовского энергокомбината было организовано районное энергетическое управление «Тамбовэнерго» тамбовского совнархоза. В состав энергосистемы вошли Тамбовская, Мичуринская, Первомайская ТЭЦ и строящаяся теплоэлектроцентраль в Котовске, а также созданное в составе Тамбовского энергокомбината предприятие высоковольтных сетей и коммунальные сети всех городов области. Организация энергетического управления «Тамбовэнерго» явилась поворотным пунктом в развитии энергетики и электрификации области. Были созданы лучшие условия для планомерного и более грамотного решения вопросов электрификации городов, районных центров, колхозов и совхозов области. Для эксплуатации электрических сетей как высоковольтных, так и низковольтных в составе «Тамбовэнерго» было создано пять территориальных предприятий электрических сетей — Тамбовские, Мичуринские, Моршанские, Кирсановские и Жердевские электрические сети. Сегодня в состав филиала «Россети Центр Тамбовэнерго» входит 17 районов электрических сетей. Для обеспечения надежного, бесперебойного и качественного электроснабжения потребителей функционируют более 6,5 тысяч подстанций 35-110 кВ и 6-10/0,4 кВ общей мощностью более 3,7 тысяч МВА. Общая протяженность линий электропередачи по трассе около 30 тысяч километров. "
https://www.elec.ru/news/2020/06/04/k-100-letiyu-goelro-kashirskaya-gres-pervaya-elekt.html,"К 100-летию ГОЭЛРО: Каширская ГРЭС – первая электростанция, работающая на подмосковном угле","Каширская ГРЭС имени Г. М. Кржижановского – первенец ГОЭЛРО, построенный под личным контролем В. И. Ленина, торжественно введена в эксплуатацию 4 июня 1922 года. Пробный пуск тока на Москву был осуществлен 30 апреля того же года.  На момент ввода в строй станция мощностью 12 МВт была второй по мощности теплоэлектростанцией в Европе. Строительство теплоэлектростанции на берегу реки Оки, в деревне Терново Каширского уезда, тогда еще Тульской губернии, началось в 1919 году. Для осуществления стройки на месте был возведен рабочий поселок Новокаширск. Станция возводилась вручную, поэтому количество рабочих измерялось сотнями и тысячами. В основном на строительство подряжались крестьяне близлежащих деревень, которые в те голодные годы готовы были работать за пайку еды. Курировал строительство станции В. И. Ленин. Предполагалось, что он примет участие в торжественном пуске Каширы в эксплуатацию, но 25 мая 1922 года вождь пережил первый инсульт и выступить на открытии станции уже не мог.  Модернизация работы станции началась буквально с первого дня ее работы – на Кашире отрабатывались новые технологии сжигания бурого угля, благодаря которым ГРЭС стала лидером в стране по надежности и экономичности оборудования. Станция, кроме своего прямого назначения, использовалась и в научных целях: на Кашире работали многие ученые-энергетики, в том числе профессор, специалист по теплотехнике В. А. Кириллин, впоследствии ставший академиком АН СССР. Первая в стране воздушная ЛЭП напряжением 110 кВ и длиной более ста километров была введена тоже здесь: по этой линии электроэнергия Каширской ГРЭС поступала в Москву. В 1966 году на Каширской ГРЭС была построена первая в СССР дымовая труба высотой 250 метров. На протяжении нескольких месяцев эта труба была самой высокой в мире. Одна из труб служит также опорой ЛЭП: подобная технология применена еще на нескольких электростанциях страны – Архангельской ТЭЦ, Конаковской ГРЭС, Выборгской ТЭЦ, Ириклинской ГРЭС. Сегодня станция входит в состав ПАО «Интер РАО», ее мощность составляет 410 МВт. С 1 января 2019 года энергоблоки № 1 и 2 выведены из эксплуатации, а с 1 января 2020 года выведены из эксплуатации энергоблоки № 4, 5 и 6. В работе остаются энергоблоки № 3 и 7."
https://www.elec.ru/news/2020/06/03/atomnaya-energetika-narashivaet-tempy.html,Атомная энергетика наращивает темпы производства электроэнергии,"В мае 2020 года объем выработки электроэнергии российскими АЭС (филиалы АО «Концерн Росэнергоатом», входит в электроэнергетический дивизион госкорпорации «Росатом») составил 17,185 млрд кВтч против 15,738 млрд кВт⋅ч за аналогичный период 2019 года. Таким образом, атомные станции увеличили совокупную выработку электроэнергии почти на 9,2 %. Отпуск электроэнергии потребителям в мае также вырос на 9,47 % по сравнению с аналогичным периодом прошлого года и составил 15,99 против 14,60 млрд кВт⋅ч. Суммарная выработка электроэнергии всеми АЭС России с начала 2020 года составляет свыше 88 млрд кВт⋅ч или 101,4 % от баланса ФАС (по состоянию на 03.06.2020). Напомним, что в прошедшем, 2019 году АЭС России поставили очередной рекорд по объёму выработанной электроэнергии, нарастив совокупную выработку до 208,8 млрд кВт⋅ч (против 204,3 млрд кВт⋅ч годом ранее).  Сегодня доля атомной генерации составляет около 19 % от всего объема выработки электроэнергии в стране. Таким образом, каждая пятая лампочка в Российской Федерации горит от энергии, выработанной атомными станциями."
https://www.elec.ru/news/2020/06/03/samarskie-seti-prodolzhayut-realizaciyu-godovoj-pr.html,«Самарские сети» продолжают реализацию годовой программы технического обслуживания и ремонтов,"В филиале «Россети Волга» (бренд ПАО «МРСК Волги») — «Самарские сети» продолжается реализация годовой программы технического обслуживания и ремонтов. Выполнение запланированных работ в строгом соответствии с установленным графиком — приоритетная задача энергетиков, реализация которой ведется в рамках поручения генерального директора ПАО «Россети» Павла Ливинского о своевременной подготовке электросетевого комплекса к предстоящему осенне-зимнему периоду. Воздушные линии электропередачи 0,4-10 кВ — самые распространенные и близкие к потребителю. Именно от них электричеством снабжаются частные дома, дачные участки, потребители льготной категории, социально-значимые объекты. Находясь на открытом воздухе, провода воздушных линий подвергаются атмосферным воздействиям (ветер, гололед, изменение температуры), из-за чего могут повреждаться. Для улучшения механической прочности, устойчивости против коррозии и исключения технологических нарушений проводится замена провода. В 2020 году в рамках годовой ремонтной кампании энергетикам предстоит заменить около 124 км провода на линиях электропередачи 0,4-10 кВ, из них 53 км — на самоизолированный провод (СИП). Он обладает большей прочностью, электробезопасен и более долговечен. Затраты на реализацию работ составят 16,4 млн рублей. Ремонтные работы будут проводиться во всех районах Самарской области, что обеспечит системное повышение надежности электроснабжения потребителей региона, в том числе в преддверии будущего отопительного сезона."
https://www.elec.ru/news/2020/06/02/rosseti-centr-i-privolzhe-podveli-itogi-realizacii.html,«Россети Центр и Приволжье» подвели итоги реализации ремонтной программы за четыре месяца 2020 года,"В «Россети Центр» и «Россети Центр и Приволжье» подвели итоги реализации ремонтной программы за четыре месяца 2020 года. Ключевые мероприятия документа компании выполняют с превышением плановых показателей. Отремонтированы 2 898 тыс. трансформаторных подстанций напряжением 0,4/6-10 кВ и 10 093 км воздушных и кабельных линий электропередачи 0,4-110 кВ, что составляет 126 и 125 % к плану соответственно. Расчищено 8 937 га просек воздушных линий (174 % к плановым показателям). Проведен ремонт 13 силовых трансформаторов 35-110 кВ. На реализацию ремонтной программы в январе-апреле направлено 2,8 млрд. рублей. Стартовали работы на ряде крупных и значимых центров питания классом напряжения 35-110кВ: подстанциях «Борисовка», «Восточная» и «Ледовая» в Белгородской области, «Ивановская 6» в Ивановской области, «Радуга» в Воронежской области, «Западная» в Нижегородской области. Подстанция «Борисовка» обеспечивает электроснабжение более 25 тысяч жителей Борисовского района, объектов агропромышленного холдинга «БЭЗРК-Белгранкорм» и группы компаний «Агро-Белогорье». Другие белгородские подстанции, «Восточная» и «Ледовая» в городе Губкине питают, соответственно, 2,5 тысячи жителей микрорайона «Журавлики», а также одноименную котельную микрорайона и ледовый дворец.  От подстанции «Ивановская 6» запитаны около 100 тысяч жителей города Иваново и Ивановского района и ряд крупных потребителей, в числе которых оператор аэропорта «Иваново» — ООО «Центр Авиа», АО «Ивановская городская электрическая сеть», городские и сельскохозяйственные промышленные предприятия. Нижегородская подстанция «Западная» обеспечивает электроэнергией более 100 тысяч жителей города Дзержинска, а также ряд промышленных объектов, включая завод «Либхерр-Нижний Новгород» (группа компаний Liebherr), выпускающий комплектующие для строительной техники, и производителя промышленных взрывчатых веществ — ФКП «Завод имени Свердлова». В числе потребителей воронежской подстанции «Радуга» — около 10 тысяч жителей Новоусманского района, маслоэкстракционный завод «Олсам» и Центр лыжной подготовки. В общей сложности в течение года энергетики «Россети Центр» и «Россети Центр и Приволжье» планируют капитальный ремонт 12,2 тысяч трансформаторных подстанций и 47 тысяч километров воздушных линий электропередачи (ВЛ) 0,4-110 кВ. Ремонт оборудования будет проведен и на центрах питания классом напряжения 35-110 кВ. 31,2 тысяч га просек воздушных ЛЭП будут расчищены от древесной и кустарной растительности. В целом на выполнение ремонтной программы будет направлено 11,6 млрд. рублей."
https://www.elec.ru/news/2020/06/01/akcionery-pyati-kompanij-pao-rosseti-prinyali-resh.html,Акционеры пяти компаний ПАО «Россети» приняли решения о переименовании в рамках перехода к единому бренду,"29 мая 2020 года акционерами пяти компаний ПАО «Россети» в рамках общих собраний акционеров приняты решения о смене их юридических наименований в соответствии с единой бренд-архитектурой. Утверждены следующие наименования: ПАО «Россети Волга», ПАО «Россети Московский регион», ПАО «Россети Ленэнерго», ПАО «Россети Кубань» и ПАО «Россети Сибирь». Ранее аналогичные решения были приняты акционерами ПАО «Россети Тюмень», ПАО «Россети Юг» и ПАО «Россети Северный Кавказ».  Таким образом уже восемь дочерних обществ приступили ко второму этапу ребрендинга. На первом этапе (с июня 2019 года) все электросетевые компании группы начали переход на использование нового названия, содержащего торговый знак «Россети», в корпоративных и маркетинговых коммуникациях, на всех носителях фирменного стиля.  Внедрение единой идеологической и визуальной платформы и, как следствие, повышение узнаваемости бренда «Россети» открывают дополнительные возможности для увеличения инвестиционной привлекательности дочерних обществ. Целостный бренд символизирует единые стандарты качества работы группы «Россети» на всей территории России. Он позволяет усилить взаимосвязь электросетевых компаний, означает принципиально новый уровень ответственности, является дополнительным стимулом для роста эффективности.  Переименование не влечет за собой изменений в правах и обязанностях по отношению к потребителям и контрагентам, не отражается на структуре и кадровом составе энергокомпаний. Более того, использование единого общероссийского бренда «Россети» вкупе с инициативами, направленными на популяризацию отрасли, позволит поднять престиж профессии энергетика. "
